order_id,order_date,customer_id,sku,product_name,category,quantity,unit_price_kes
24,2025-04-02,1779,O05,Desk Lamp,Office,1,1800
24,2025-04-02,1779,E09,USB-C Cable,Electronics,1,450
24,2025-04-02,1779,E01,Phone Case,Electronics,1,800
24,2025-04-02,1779,F07,Gym Bag,Fitness,1,2600
25,2025-05-07,408,F07,Gym Bag,Fitness,2,2600
25,2025-05-07,408,F05,Yoga Mat,Fitness,1,2200
26,2025-02-24,726,O01,Laptop Bag,Office,1,3200
27,2025-05-14,1523,F01,Running Shoes,Fitness,2,7500
27,2025-05-14,1523,F02,Running Socks (3-Pack),Fitness,1,950
28,2025-03-19,917,O06,Notebook & Pen Set,Office,1,600
29,2025-01-17,1330,H03,Electric Kettle,Home & Kitchen,1,3200
29,2025-01-17,1330,E06,Bluetooth Speaker,Electronics,1,4200
29,2025-01-17,1330,O02,Wireless Mouse,Office,1,1400
29,2025-01-17,1330,O03,Laptop Stand,Office,1,2100
30,2025-02-06,577,P05,Extra Camera Battery,Photography,1,2600
30,2025-02-06,577,E06,Bluetooth Speaker,Electronics,1,4200
31,2025-06-03,1218,E09,USB-C Cable,Electronics,1,450
31,2025-06-03,1218,H05,Travel Mug,Home & Kitchen,1,900
32,2025-01-17,1454,F01,Running Shoes,Fitness,1,7500
32,2025-01-17,1454,O06,Notebook & Pen Set,Office,2,600
32,2025-01-17,1454,P05,Extra Camera Battery,Photography,1,2600
32,2025-01-17,1454,E10,Laptop Sleeve,Electronics,1,1800
33,2025-02-25,1772,E01,Phone Case,Electronics,1,800
33,2025-02-25,1772,E02,Screen Protector,Electronics,1,350
33,2025-02-25,1772,E04,Fast Phone Charger,Electronics,1,1200
34,2025-03-20,1463,O01,Laptop Bag,Office,1,3200
35,2025-04-11,1771,O03,Laptop Stand,Office,1,2100
35,2025-04-11,1771,P03,Camera Bag,Photography,1,3800
35,2025-04-11,1771,O01,Laptop Bag,Office,1,3200
35,2025-04-11,1771,O06,Notebook & Pen Set,Office,1,600
36,2025-06-04,795,F01,Running Shoes,Fitness,1,7500
36,2025-06-04,795,E04,Fast Phone Charger,Electronics,1,1200
36,2025-06-04,795,P05,Extra Camera Battery,Photography,2,2600
37,2025-05-24,1337,P02,Memory Card 128GB,Photography,1,2200
38,2025-06-08,795,P04,Tripod,Photography,2,3200
38,2025-06-08,795,O01,Laptop Bag,Office,1,3200
39,2025-06-04,1516,E10,Laptop Sleeve,Electronics,1,1800
39,2025-06-04,1516,O02,Wireless Mouse,Office,1,1400
40,2025-05-26,1091,H03,Electric Kettle,Home & Kitchen,1,3200
40,2025-05-26,1091,H06,Tea Infuser,Home & Kitchen,1,450
40,2025-05-26,1091,H07,Milk Frother,Home & Kitchen,1,1100
41,2025-05-01,1372,P03,Camera Bag,Photography,1,3800
42,2025-04-15,451,E07,Smartwatch,Electronics,1,6500
42,2025-04-15,451,E08,Smartwatch Replacement Band,Electronics,1,900
43,2025-06-08,150,E08,Smartwatch Replacement Band,Electronics,2,900
43,2025-06-08,150,E03,Wireless Earphones,Electronics,1,3500
43,2025-06-08,150,P04,Tripod,Photography,1,3200
44,2025-01-05,308,P05,Extra Camera Battery,Photography,1,2600
45,2025-01-21,336,P01,Digital Camera,Photography,1,45000
46,2025-03-04,1231,H01,Coffee Maker,Home & Kitchen,1,5500
47,2025-02-20,241,H01,Coffee Maker,Home & Kitchen,1,5500
47,2025-02-20,241,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
48,2025-04-27,1222,E09,USB-C Cable,Electronics,1,450
48,2025-04-27,1222,E01,Phone Case,Electronics,1,800
48,2025-04-27,1222,E03,Wireless Earphones,Electronics,2,3500
48,2025-04-27,1222,E02,Screen Protector,Electronics,1,350
49,2025-03-03,918,F07,Gym Bag,Fitness,1,2600
50,2025-04-01,25,E02,Screen Protector,Electronics,1,350
50,2025-04-01,25,H04,Blender,Home & Kitchen,1,4800
50,2025-04-01,25,E07,Smartwatch,Electronics,1,6500
50,2025-04-01,25,E05,Power Bank 10000mAh,Electronics,1,2800
51,2025-03-03,568,E07,Smartwatch,Electronics,1,6500
51,2025-03-03,568,E08,Smartwatch Replacement Band,Electronics,1,900
52,2025-06-26,1545,F02,Running Socks (3-Pack),Fitness,1,950
52,2025-06-26,1545,H07,Milk Frother,Home & Kitchen,1,1100
52,2025-06-26,1545,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
52,2025-06-26,1545,E02,Screen Protector,Electronics,2,350
53,2025-05-24,1075,E04,Fast Phone Charger,Electronics,1,1200
53,2025-05-24,1075,E05,Power Bank 10000mAh,Electronics,1,2800
53,2025-05-24,1075,E09,USB-C Cable,Electronics,1,450
53,2025-05-24,1075,F07,Gym Bag,Fitness,1,2600
54,2025-05-02,16,E04,Fast Phone Charger,Electronics,1,1200
54,2025-05-02,16,E05,Power Bank 10000mAh,Electronics,1,2800
55,2025-06-03,765,O06,Notebook & Pen Set,Office,1,600
55,2025-06-03,765,O01,Laptop Bag,Office,1,3200
56,2025-06-30,1025,F04,Fitness Tracker,Fitness,1,4500
56,2025-06-30,1025,O01,Laptop Bag,Office,1,3200
56,2025-06-30,1025,H04,Blender,Home & Kitchen,1,4800
57,2025-06-18,73,P04,Tripod,Photography,1,3200
57,2025-06-18,73,E02,Screen Protector,Electronics,1,350
58,2025-04-11,1699,E08,Smartwatch Replacement Band,Electronics,1,900
58,2025-04-11,1699,H03,Electric Kettle,Home & Kitchen,1,3200
58,2025-04-11,1699,P04,Tripod,Photography,1,3200
58,2025-04-11,1699,P02,Memory Card 128GB,Photography,1,2200
59,2025-04-07,1119,F01,Running Shoes,Fitness,1,7500
59,2025-04-07,1119,F03,Sports Water Bottle,Fitness,1,700
59,2025-04-07,1119,E04,Fast Phone Charger,Electronics,1,1200
59,2025-04-07,1119,P04,Tripod,Photography,1,3200
60,2025-06-25,1796,H01,Coffee Maker,Home & Kitchen,1,5500
61,2025-02-27,306,F04,Fitness Tracker,Fitness,1,4500
61,2025-02-27,306,F03,Sports Water Bottle,Fitness,2,700
62,2025-02-27,1316,H03,Electric Kettle,Home & Kitchen,1,3200
62,2025-02-27,1316,H06,Tea Infuser,Home & Kitchen,1,450
63,2025-06-11,1126,H03,Electric Kettle,Home & Kitchen,1,3200
63,2025-06-11,1126,H06,Tea Infuser,Home & Kitchen,1,450
63,2025-06-11,1126,H07,Milk Frother,Home & Kitchen,1,1100
64,2025-04-27,21,O01,Laptop Bag,Office,1,3200
64,2025-04-27,21,O02,Wireless Mouse,Office,1,1400
64,2025-04-27,21,O03,Laptop Stand,Office,1,2100
65,2025-02-06,981,F03,Sports Water Bottle,Fitness,1,700
66,2025-06-28,1679,O06,Notebook & Pen Set,Office,1,600
67,2025-01-18,157,E04,Fast Phone Charger,Electronics,1,1200
67,2025-01-18,157,E05,Power Bank 10000mAh,Electronics,1,2800
67,2025-01-18,157,E09,USB-C Cable,Electronics,1,450
68,2025-02-11,1666,E04,Fast Phone Charger,Electronics,1,1200
69,2025-03-24,1061,E02,Screen Protector,Electronics,1,350
69,2025-03-24,1061,P02,Memory Card 128GB,Photography,2,2200
69,2025-03-24,1061,H01,Coffee Maker,Home & Kitchen,1,5500
69,2025-03-24,1061,E05,Power Bank 10000mAh,Electronics,1,2800
70,2025-01-22,1199,F04,Fitness Tracker,Fitness,1,4500
71,2025-02-27,1106,H01,Coffee Maker,Home & Kitchen,1,5500
71,2025-02-27,1106,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
72,2025-01-04,791,F01,Running Shoes,Fitness,1,7500
72,2025-01-04,791,F02,Running Socks (3-Pack),Fitness,2,950
73,2025-02-16,956,E07,Smartwatch,Electronics,2,6500
73,2025-02-16,956,E08,Smartwatch Replacement Band,Electronics,1,900
74,2025-02-15,817,F05,Yoga Mat,Fitness,1,2200
74,2025-02-15,817,E01,Phone Case,Electronics,1,800
74,2025-02-15,817,P05,Extra Camera Battery,Photography,1,2600
75,2025-03-23,677,E02,Screen Protector,Electronics,1,350
75,2025-03-23,677,H06,Tea Infuser,Home & Kitchen,1,450
76,2025-06-18,24,F01,Running Shoes,Fitness,1,7500
76,2025-06-18,24,F02,Running Socks (3-Pack),Fitness,1,950
77,2025-04-02,635,F04,Fitness Tracker,Fitness,1,4500
77,2025-04-02,635,O05,Desk Lamp,Office,1,1800
77,2025-04-02,635,E01,Phone Case,Electronics,1,800
78,2025-02-23,1737,E02,Screen Protector,Electronics,1,350
78,2025-02-23,1737,H06,Tea Infuser,Home & Kitchen,1,450
79,2025-02-08,1570,H03,Electric Kettle,Home & Kitchen,1,3200
79,2025-02-08,1570,H06,Tea Infuser,Home & Kitchen,1,450
80,2025-02-04,186,H03,Electric Kettle,Home & Kitchen,1,3200
80,2025-02-04,186,F06,Resistance Bands Set,Fitness,1,1500
81,2025-01-06,1761,E03,Wireless Earphones,Electronics,2,3500
82,2025-06-08,1351,P01,Digital Camera,Photography,1,45000
83,2025-06-19,507,O05,Desk Lamp,Office,1,1800
84,2025-06-30,587,H01,Coffee Maker,Home & Kitchen,1,5500
84,2025-06-30,587,H06,Tea Infuser,Home & Kitchen,1,450
84,2025-06-30,587,E06,Bluetooth Speaker,Electronics,1,4200
85,2025-01-27,1130,E01,Phone Case,Electronics,1,800
85,2025-01-27,1130,E02,Screen Protector,Electronics,1,350
86,2025-03-12,114,H07,Milk Frother,Home & Kitchen,1,1100
86,2025-03-12,114,O05,Desk Lamp,Office,1,1800
86,2025-03-12,114,F04,Fitness Tracker,Fitness,1,4500
86,2025-03-12,114,E03,Wireless Earphones,Electronics,1,3500
87,2025-02-09,1252,E04,Fast Phone Charger,Electronics,1,1200
87,2025-02-09,1252,E05,Power Bank 10000mAh,Electronics,1,2800
87,2025-02-09,1252,E09,USB-C Cable,Electronics,1,450
88,2025-02-22,1001,H04,Blender,Home & Kitchen,1,4800
88,2025-02-22,1001,F03,Sports Water Bottle,Fitness,1,700
88,2025-02-22,1001,E04,Fast Phone Charger,Electronics,2,1200
89,2025-03-22,843,E07,Smartwatch,Electronics,2,6500
89,2025-03-22,843,E08,Smartwatch Replacement Band,Electronics,1,900
90,2025-03-20,1066,E01,Phone Case,Electronics,1,800
90,2025-03-20,1066,E02,Screen Protector,Electronics,1,350
90,2025-03-20,1066,E04,Fast Phone Charger,Electronics,1,1200
91,2025-04-02,550,H03,Electric Kettle,Home & Kitchen,2,3200
91,2025-04-02,550,H06,Tea Infuser,Home & Kitchen,2,450
92,2025-04-28,1794,O02,Wireless Mouse,Office,1,1400
93,2025-02-20,573,O01,Laptop Bag,Office,2,3200
93,2025-02-20,573,O02,Wireless Mouse,Office,1,1400
93,2025-02-20,573,O03,Laptop Stand,Office,1,2100
94,2025-02-23,1261,F01,Running Shoes,Fitness,1,7500
94,2025-02-23,1261,F02,Running Socks (3-Pack),Fitness,1,950
95,2025-02-18,1046,E08,Smartwatch Replacement Band,Electronics,1,900
95,2025-02-18,1046,H01,Coffee Maker,Home & Kitchen,1,5500
95,2025-02-18,1046,F02,Running Socks (3-Pack),Fitness,1,950
96,2025-01-30,1040,E01,Phone Case,Electronics,1,800
96,2025-01-30,1040,E02,Screen Protector,Electronics,1,350
97,2025-02-11,1396,O01,Laptop Bag,Office,1,3200
97,2025-02-11,1396,E05,Power Bank 10000mAh,Electronics,1,2800
97,2025-02-11,1396,P05,Extra Camera Battery,Photography,2,2600
98,2025-04-26,576,F02,Running Socks (3-Pack),Fitness,2,950
99,2025-01-14,286,E07,Smartwatch,Electronics,1,6500
99,2025-01-14,286,E08,Smartwatch Replacement Band,Electronics,1,900
100,2025-01-10,19,O01,Laptop Bag,Office,1,3200
100,2025-01-10,19,O02,Wireless Mouse,Office,1,1400
100,2025-01-10,19,O03,Laptop Stand,Office,1,2100
101,2025-04-20,109,E07,Smartwatch,Electronics,1,6500
101,2025-04-20,109,E08,Smartwatch Replacement Band,Electronics,1,900
101,2025-04-20,109,H01,Coffee Maker,Home & Kitchen,1,5500
102,2025-06-03,1770,E07,Smartwatch,Electronics,1,6500
102,2025-06-03,1770,E08,Smartwatch Replacement Band,Electronics,1,900
103,2025-03-11,639,H03,Electric Kettle,Home & Kitchen,1,3200
103,2025-03-11,639,P05,Extra Camera Battery,Photography,1,2600
103,2025-03-11,639,O05,Desk Lamp,Office,2,1800
103,2025-03-11,639,F02,Running Socks (3-Pack),Fitness,2,950
104,2025-05-16,1697,E06,Bluetooth Speaker,Electronics,1,4200
104,2025-05-16,1697,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
105,2025-01-29,1798,P03,Camera Bag,Photography,1,3800
106,2025-06-30,292,F01,Running Shoes,Fitness,1,7500
106,2025-06-30,292,F02,Running Socks (3-Pack),Fitness,1,950
106,2025-06-30,292,F03,Sports Water Bottle,Fitness,1,700
106,2025-06-30,292,F04,Fitness Tracker,Fitness,1,4500
107,2025-06-19,1759,P05,Extra Camera Battery,Photography,1,2600
108,2025-04-10,652,H07,Milk Frother,Home & Kitchen,1,1100
109,2025-04-19,1727,O05,Desk Lamp,Office,1,1800
110,2025-05-25,997,E01,Phone Case,Electronics,1,800
110,2025-05-25,997,E02,Screen Protector,Electronics,1,350
110,2025-05-25,997,O06,Notebook & Pen Set,Office,1,600
111,2025-04-07,371,E01,Phone Case,Electronics,1,800
111,2025-04-07,371,E02,Screen Protector,Electronics,1,350
112,2025-03-20,1795,F03,Sports Water Bottle,Fitness,1,700
113,2025-03-16,296,O04,Mechanical Keyboard,Office,1,5200
113,2025-03-16,296,P03,Camera Bag,Photography,2,3800
113,2025-03-16,296,E09,USB-C Cable,Electronics,1,450
113,2025-03-16,296,H04,Blender,Home & Kitchen,1,4800
114,2025-03-14,487,O02,Wireless Mouse,Office,1,1400
115,2025-03-21,1669,P01,Digital Camera,Photography,1,45000
115,2025-03-21,1669,P02,Memory Card 128GB,Photography,1,2200
115,2025-03-21,1669,P03,Camera Bag,Photography,1,3800
115,2025-03-21,1669,O03,Laptop Stand,Office,1,2100
116,2025-02-03,1336,F06,Resistance Bands Set,Fitness,1,1500
116,2025-02-03,1336,O03,Laptop Stand,Office,1,2100
117,2025-01-31,216,E08,Smartwatch Replacement Band,Electronics,1,900
118,2025-06-06,20,E03,Wireless Earphones,Electronics,1,3500
119,2025-03-09,246,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
120,2025-04-27,1388,F07,Gym Bag,Fitness,1,2600
120,2025-04-27,1388,F05,Yoga Mat,Fitness,1,2200
121,2025-01-06,1739,E05,Power Bank 10000mAh,Electronics,1,2800
122,2025-03-10,1665,P01,Digital Camera,Photography,1,45000
122,2025-03-10,1665,P02,Memory Card 128GB,Photography,1,2200
122,2025-03-10,1665,P03,Camera Bag,Photography,1,3800
122,2025-03-10,1665,P04,Tripod,Photography,2,3200
123,2025-04-12,669,E04,Fast Phone Charger,Electronics,1,1200
123,2025-04-12,669,E05,Power Bank 10000mAh,Electronics,2,2800
123,2025-04-12,669,E09,USB-C Cable,Electronics,1,450
124,2025-06-03,291,H05,Travel Mug,Home & Kitchen,1,900
125,2025-01-07,1781,F04,Fitness Tracker,Fitness,1,4500
125,2025-01-07,1781,P04,Tripod,Photography,1,3200
125,2025-01-07,1781,E06,Bluetooth Speaker,Electronics,1,4200
126,2025-06-11,1049,E07,Smartwatch,Electronics,1,6500
126,2025-06-11,1049,E08,Smartwatch Replacement Band,Electronics,1,900
127,2025-01-11,1450,O05,Desk Lamp,Office,1,1800
128,2025-03-08,1172,H05,Travel Mug,Home & Kitchen,1,900
129,2025-03-12,447,H01,Coffee Maker,Home & Kitchen,1,5500
129,2025-03-12,447,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
129,2025-03-12,447,H05,Travel Mug,Home & Kitchen,1,900
130,2025-06-17,1338,E07,Smartwatch,Electronics,1,6500
131,2025-04-30,1229,E09,USB-C Cable,Electronics,1,450
132,2025-05-17,1433,H01,Coffee Maker,Home & Kitchen,1,5500
132,2025-05-17,1433,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
133,2025-05-08,710,O01,Laptop Bag,Office,1,3200
133,2025-05-08,710,O02,Wireless Mouse,Office,1,1400
133,2025-05-08,710,O03,Laptop Stand,Office,1,2100
134,2025-05-10,1071,F01,Running Shoes,Fitness,1,7500
134,2025-05-10,1071,F02,Running Socks (3-Pack),Fitness,1,950
134,2025-05-10,1071,F03,Sports Water Bottle,Fitness,1,700
135,2025-06-27,926,H03,Electric Kettle,Home & Kitchen,1,3200
135,2025-06-27,926,H06,Tea Infuser,Home & Kitchen,2,450
136,2025-04-19,17,F07,Gym Bag,Fitness,1,2600
137,2025-05-20,1002,F07,Gym Bag,Fitness,1,2600
137,2025-05-20,1002,F05,Yoga Mat,Fitness,1,2200
138,2025-01-21,1052,H04,Blender,Home & Kitchen,1,4800
138,2025-01-21,1052,H03,Electric Kettle,Home & Kitchen,1,3200
138,2025-01-21,1052,O03,Laptop Stand,Office,1,2100
138,2025-01-21,1052,F06,Resistance Bands Set,Fitness,2,1500
139,2025-06-18,167,E01,Phone Case,Electronics,2,800
139,2025-06-18,167,E02,Screen Protector,Electronics,2,350
140,2025-03-11,1076,E07,Smartwatch,Electronics,1,6500
141,2025-06-20,622,E07,Smartwatch,Electronics,1,6500
141,2025-06-20,622,E08,Smartwatch Replacement Band,Electronics,1,900
142,2025-01-04,696,F04,Fitness Tracker,Fitness,1,4500
142,2025-01-04,696,F03,Sports Water Bottle,Fitness,2,700
143,2025-06-26,1721,F06,Resistance Bands Set,Fitness,1,1500
143,2025-06-26,1721,H01,Coffee Maker,Home & Kitchen,1,5500
143,2025-06-26,1721,F07,Gym Bag,Fitness,1,2600
143,2025-06-26,1721,H05,Travel Mug,Home & Kitchen,1,900
144,2025-03-25,55,F01,Running Shoes,Fitness,1,7500
144,2025-03-25,55,F02,Running Socks (3-Pack),Fitness,1,950
144,2025-03-25,55,F03,Sports Water Bottle,Fitness,1,700
145,2025-03-07,567,H03,Electric Kettle,Home & Kitchen,1,3200
145,2025-03-07,567,H06,Tea Infuser,Home & Kitchen,1,450
145,2025-03-07,567,H07,Milk Frother,Home & Kitchen,1,1100
146,2025-01-12,1666,E07,Smartwatch,Electronics,1,6500
146,2025-01-12,1666,E08,Smartwatch Replacement Band,Electronics,1,900
147,2025-04-18,942,O05,Desk Lamp,Office,1,1800
148,2025-05-27,911,E07,Smartwatch,Electronics,1,6500
148,2025-05-27,911,P03,Camera Bag,Photography,1,3800
149,2025-02-23,697,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
149,2025-02-23,697,F03,Sports Water Bottle,Fitness,1,700
149,2025-02-23,697,F04,Fitness Tracker,Fitness,2,4500
150,2025-05-28,752,H01,Coffee Maker,Home & Kitchen,1,5500
150,2025-05-28,752,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
151,2025-03-15,1673,E01,Phone Case,Electronics,1,800
152,2025-03-10,941,E02,Screen Protector,Electronics,1,350
152,2025-03-10,941,F04,Fitness Tracker,Fitness,1,4500
152,2025-03-10,941,P01,Digital Camera,Photography,1,45000
152,2025-03-10,941,F03,Sports Water Bottle,Fitness,1,700
153,2025-02-08,1427,P04,Tripod,Photography,1,3200
154,2025-04-06,1150,P05,Extra Camera Battery,Photography,1,2600
155,2025-04-27,514,E01,Phone Case,Electronics,1,800
155,2025-04-27,514,E02,Screen Protector,Electronics,1,350
155,2025-04-27,514,E04,Fast Phone Charger,Electronics,2,1200
156,2025-01-27,586,P01,Digital Camera,Photography,1,45000
156,2025-01-27,586,P02,Memory Card 128GB,Photography,1,2200
156,2025-01-27,586,P03,Camera Bag,Photography,2,3800
157,2025-03-15,361,E10,Laptop Sleeve,Electronics,1,1800
158,2025-03-14,1252,H07,Milk Frother,Home & Kitchen,1,1100
159,2025-03-06,748,E09,USB-C Cable,Electronics,2,450
159,2025-03-06,748,H03,Electric Kettle,Home & Kitchen,1,3200
160,2025-02-11,418,F07,Gym Bag,Fitness,2,2600
160,2025-02-11,418,F05,Yoga Mat,Fitness,1,2200
161,2025-03-28,663,E04,Fast Phone Charger,Electronics,1,1200
161,2025-03-28,663,E05,Power Bank 10000mAh,Electronics,1,2800
162,2025-03-12,672,E01,Phone Case,Electronics,2,800
163,2025-02-11,900,E04,Fast Phone Charger,Electronics,1,1200
163,2025-02-11,900,E05,Power Bank 10000mAh,Electronics,1,2800
164,2025-04-01,653,F01,Running Shoes,Fitness,1,7500
164,2025-04-01,653,F02,Running Socks (3-Pack),Fitness,1,950
165,2025-05-25,1542,P01,Digital Camera,Photography,1,45000
165,2025-05-25,1542,P02,Memory Card 128GB,Photography,1,2200
165,2025-05-25,1542,P03,Camera Bag,Photography,1,3800
165,2025-05-25,1542,P04,Tripod,Photography,1,3200
166,2025-06-15,1452,F02,Running Socks (3-Pack),Fitness,1,950
166,2025-06-15,1452,F05,Yoga Mat,Fitness,1,2200
166,2025-06-15,1452,F06,Resistance Bands Set,Fitness,1,1500
166,2025-06-15,1452,F01,Running Shoes,Fitness,1,7500
167,2025-03-05,1118,E05,Power Bank 10000mAh,Electronics,1,2800
168,2025-05-14,1799,O05,Desk Lamp,Office,1,1800
168,2025-05-14,1799,F03,Sports Water Bottle,Fitness,1,700
168,2025-05-14,1799,H05,Travel Mug,Home & Kitchen,1,900
169,2025-02-03,438,H03,Electric Kettle,Home & Kitchen,1,3200
169,2025-02-03,438,H06,Tea Infuser,Home & Kitchen,1,450
169,2025-02-03,438,H07,Milk Frother,Home & Kitchen,1,1100
170,2025-06-23,917,O02,Wireless Mouse,Office,1,1400
171,2025-01-04,482,H03,Electric Kettle,Home & Kitchen,1,3200
171,2025-01-04,482,H06,Tea Infuser,Home & Kitchen,1,450
171,2025-01-04,482,O05,Desk Lamp,Office,1,1800
172,2025-06-23,629,O04,Mechanical Keyboard,Office,1,5200
172,2025-06-23,629,F06,Resistance Bands Set,Fitness,1,1500
172,2025-06-23,629,F01,Running Shoes,Fitness,1,7500
172,2025-06-23,629,H06,Tea Infuser,Home & Kitchen,1,450
173,2025-04-10,842,F07,Gym Bag,Fitness,1,2600
173,2025-04-10,842,F05,Yoga Mat,Fitness,1,2200
174,2025-06-11,1195,P01,Digital Camera,Photography,1,45000
174,2025-06-11,1195,P02,Memory Card 128GB,Photography,1,2200
174,2025-06-11,1195,P03,Camera Bag,Photography,1,3800
174,2025-06-11,1195,P04,Tripod,Photography,1,3200
175,2025-04-12,1423,E03,Wireless Earphones,Electronics,1,3500
175,2025-04-12,1423,O01,Laptop Bag,Office,1,3200
175,2025-04-12,1423,E08,Smartwatch Replacement Band,Electronics,2,900
175,2025-04-12,1423,E06,Bluetooth Speaker,Electronics,1,4200
176,2025-06-01,552,E07,Smartwatch,Electronics,1,6500
176,2025-06-01,552,E08,Smartwatch Replacement Band,Electronics,1,900
177,2025-06-23,924,P01,Digital Camera,Photography,1,45000
177,2025-06-23,924,P02,Memory Card 128GB,Photography,1,2200
177,2025-06-23,924,P03,Camera Bag,Photography,1,3800
178,2025-06-14,783,P01,Digital Camera,Photography,1,45000
178,2025-06-14,783,P02,Memory Card 128GB,Photography,1,2200
178,2025-06-14,783,P03,Camera Bag,Photography,1,3800
178,2025-06-14,783,O03,Laptop Stand,Office,1,2100
179,2025-05-04,1191,F07,Gym Bag,Fitness,1,2600
179,2025-05-04,1191,F05,Yoga Mat,Fitness,2,2200
179,2025-05-04,1191,F06,Resistance Bands Set,Fitness,1,1500
180,2025-04-14,1183,E01,Phone Case,Electronics,1,800
180,2025-04-14,1183,E02,Screen Protector,Electronics,1,350
180,2025-04-14,1183,E04,Fast Phone Charger,Electronics,1,1200
181,2025-02-22,711,P01,Digital Camera,Photography,1,45000
181,2025-02-22,711,O04,Mechanical Keyboard,Office,1,5200
181,2025-02-22,711,E03,Wireless Earphones,Electronics,1,3500
182,2025-05-01,759,F01,Running Shoes,Fitness,1,7500
183,2025-01-03,1288,O04,Mechanical Keyboard,Office,1,5200
184,2025-04-06,1700,P03,Camera Bag,Photography,1,3800
185,2025-05-13,1644,E01,Phone Case,Electronics,1,800
