customer_id,preferred_device,recency_days,frequency_per_year,avg_order_value_kes,total_lifetime_spend_kes,num_categories_purchased
217,Desktop,6.0,22.4,8730.0,309501.0,7.0
218,Mobile,12.0,19.5,6044.0,389315.0,4.0
219,Mobile,275.0,1.9,2626.0,14778.0,1.0
220,Mobile,10.0,1.9,4620.0,26090.0,1.0
221,Mobile,21.0,32.0,7823.0,428037.0,5.0
222,Mobile,277.0,0.7,2397.0,5415.0,2.0
223,Desktop,16.0,22.9,7480.0,473613.0,5.0
224,Desktop,275.0,0.2,1636.0,1000.0,1.0
225,Mobile,310.0,0.2,1592.0,1000.0,1.0
226,Desktop,19.0,15.5,5244.0,237359.0,2.0
227,Desktop,29.0,13.1,5835.0,255297.0,4.0
228,Mobile,190.0,11.2,6089.0,198121.0,3.0
229,Desktop,136.0,9.0,6064.0,187090.0,3.0
230,Tablet,15.0,1.5,3108.0,13386.0,1.0
231,Mobile,134.0,6.9,4987.0,79884.0,4.0
232,Desktop,249.0,0.6,3065.0,5599.0,1.0
233,Mobile,336.0,0.2,1574.0,1046.0,1.0
234,Mobile,11.0,28.2,9186.0,730952.0,4.0
235,Desktop,19.0,29.1,9217.0,601809.0,5.0
236,Mobile,35.0,17.8,4963.0,141575.0,4.0
237,Desktop,365.0,0.3,1567.0,1220.0,1.0
238,Mobile,16.0,3.6,3962.0,41286.0,2.0
239,Desktop,10.0,1.8,5169.0,22522.0,3.0
240,Mobile,10.0,2.1,4705.0,19308.0,2.0
241,Mobile,24.0,17.2,4710.0,269286.0,4.0
242,Desktop,18.0,0.5,4737.0,6396.0,1.0
243,Mobile,33.0,12.8,4320.0,107569.0,5.0
244,Mobile,19.0,23.2,7511.0,323414.0,6.0
245,Desktop,23.0,27.5,8685.0,526032.0,6.0
246,Mobile,36.0,12.7,5667.0,143919.0,4.0
247,Desktop,282.0,2.7,2636.0,19705.0,1.0
248,Desktop,20.0,13.1,4897.0,198146.0,5.0
249,Mobile,2.0,1.8,3745.0,12871.0,2.0
250,Desktop,79.0,10.3,5288.0,113257.0,4.0
251,Mobile,11.0,24.0,9346.0,651399.0,6.0
252,Mobile,17.0,26.9,8310.0,546347.0,7.0
253,Mobile,12.0,20.9,7457.0,495081.0,7.0
254,Desktop,20.0,2.8,4103.0,33282.0,2.0
255,Desktop,2.0,2.3,3266.0,14403.0,3.0
256,Mobile,5.0,26.3,9085.0,748636.0,5.0
257,Mobile,18.0,0.3,3657.0,3008.0,2.0
258,Mobile,32.0,16.2,5663.0,156503.0,4.0
259,Desktop,17.0,25.9,8267.0,605867.0,5.0
260,Tablet,141.0,9.3,5960.0,99081.0,3.0
261,Mobile,9.0,1.5,3395.0,17675.0,3.0
262,Tablet,288.0,0.5,2987.0,3911.0,1.0
263,Desktop,8.0,25.3,7144.0,544761.0,9.0
264,Mobile,236.0,0.2,2510.0,1000.0,1.0
265,Desktop,27.0,14.3,4565.0,119770.0,4.0
266,Tablet,17.0,2.5,3643.0,15341.0,2.0
267,Mobile,292.0,1.8,2322.0,12955.0,1.0
268,Mobile,358.0,0.2,2121.0,1354.0,1.0
269,Desktop,293.0,2.5,2539.0,16046.0,2.0
270,Mobile,315.0,0.2,2968.0,1000.0,1.0
271,Desktop,1.0,27.7,9555.0,825179.0,6.0
272,Desktop,11.0,0.8,3746.0,5066.0,2.0
273,Desktop,14.0,1.1,5031.0,19181.0,2.0
274,Mobile,12.0,2.7,4596.0,26307.0,1.0
275,Mobile,11.0,3.0,2982.0,18503.0,2.0
276,Desktop,18.0,14.4,4984.0,247125.0,3.0
277,Mobile,14.0,24.0,10031.0,564843.0,7.0
278,Desktop,20.0,9.4,4798.0,151997.0,4.0
279,Desktop,177.0,11.4,6601.0,199289.0,4.0
280,Mobile,162.0,10.0,6374.0,197137.0,3.0
281,Mobile,11.0,1.7,4389.0,14099.0,2.0
282,Mobile,24.0,14.0,5175.0,171830.0,4.0
283,Desktop,27.0,14.9,5368.0,134137.0,2.0
284,Tablet,12.0,13.7,4729.0,208170.0,4.0
285,Mobile,39.0,16.1,5158.0,168423.0,5.0
286,Mobile,119.0,7.2,6687.0,163295.0,4.0
287,Desktop,7.0,3.0,3864.0,36798.0,1.0
288,Mobile,173.0,3.6,6633.0,59358.0,3.0
289,Mobile,322.0,0.3,2366.0,2085.0,1.0
290,Mobile,186.0,10.1,6017.0,147720.0,3.0
291,Tablet,41.0,23.1,,322732.0,4.0
292,Mobile,9.0,1.2,4024.0,10842.0,1.0
293,Desktop,299.0,0.5,2880.0,3083.0,1.0
294,Tablet,15.0,2.7,3042.0,16786.0,2.0
295,Mobile,33.0,14.8,4861.0,137958.0,3.0
296,Mobile,6.0,3.4,3449.0,27676.0,2.0
297,Mobile,305.0,0.2,2648.0,1544.0,1.0
298,Mobile,254.0,0.6,3039.0,3494.0,1.0
299,Desktop,19.0,22.4,,551909.0,4.0
300,Mobile,38.0,15.3,5508.0,295126.0,5.0
301,Desktop,166.0,10.3,,92357.0,4.0
302,Mobile,19.0,27.1,7627.0,456026.0,6.0
303,Mobile,165.0,9.2,,77484.0,2.0
304,Mobile,25.0,12.9,6042.0,152416.0,4.0
305,Desktop,128.0,10.8,5225.0,119570.0,4.0
306,Mobile,24.0,11.2,4254.0,150793.0,5.0
307,Tablet,338.0,3.1,3271.0,19731.0,1.0
308,Mobile,168.0,10.5,6522.0,142334.0,3.0
309,Desktop,9.0,3.2,3966.0,41126.0,2.0
310,Mobile,14.0,2.3,3789.0,14853.0,3.0
311,Mobile,26.0,23.7,8149.0,315778.0,6.0
312,Mobile,15.0,1.5,3832.0,17042.0,2.0
313,Desktop,290.0,3.3,2427.0,24929.0,1.0
314,Desktop,234.0,0.6,2519.0,4612.0,1.0
315,Mobile,321.0,1.9,1743.0,5018.0,1.0
316,Desktop,188.0,4.8,6772.0,54277.0,3.0
317,Tablet,11.0,24.2,9566.0,514540.0,6.0
318,Desktop,12.0,1.4,5431.0,21922.0,3.0
319,Mobile,349.0,1.3,2894.0,8305.0,1.0
320,Mobile,20.0,2.5,4046.0,33571.0,2.0
321,Mobile,163.0,16.0,4708.0,181479.0,4.0
322,Mobile,22.0,11.2,6017.0,186055.0,4.0
323,Mobile,131.0,12.5,5254.0,176587.0,4.0
324,Desktop,146.0,8.2,6332.0,179258.0,2.0
325,Mobile,24.0,9.7,5825.0,95813.0,5.0
326,Mobile,29.0,15.3,6500.0,271160.0,4.0
327,Tablet,320.0,1.6,3167.0,16977.0,1.0
328,Mobile,34.0,8.8,5224.0,104229.0,4.0
329,Desktop,18.0,22.9,9768.0,681794.0,7.0
330,Mobile,276.0,2.3,2408.0,14443.0,1.0
331,Mobile,150.0,11.9,4158.0,79055.0,4.0
332,Desktop,178.0,5.3,5683.0,52526.0,4.0
333,Mobile,19.0,2.5,3916.0,17905.0,2.0
334,Mobile,12.0,22.7,8338.0,528595.0,6.0
335,Desktop,140.0,15.6,5385.0,251785.0,3.0
336,Desktop,1.0,1.8,4916.0,21816.0,2.0
337,Mobile,37.0,17.3,5305.0,192225.0,3.0
338,Desktop,12.0,1.3,4374.0,19705.0,2.0
339,Desktop,40.0,16.3,5878.0,193393.0,4.0
340,Mobile,305.0,1.6,2460.0,10108.0,1.0
341,Mobile,5.0,2.2,3743.0,28160.0,2.0
342,Mobile,23.0,15.2,4446.0,140666.0,4.0
343,Desktop,19.0,11.7,4907.0,87171.0,5.0
344,Mobile,302.0,0.9,2535.0,3605.0,1.0
345,Desktop,318.0,0.8,2462.0,6195.0,1.0
346,Mobile,10.0,1.3,2338.0,9177.0,2.0
347,Desktop,142.0,10.8,6955.0,210791.0,2.0
348,Tablet,20.0,27.2,10807.0,710445.0,7.0
349,Desktop,37.0,18.3,5087.0,273519.0,4.0
350,Desktop,151.0,11.5,6118.0,217880.0,3.0
351,Mobile,25.0,13.0,4709.0,139222.0,4.0
352,Mobile,23.0,15.9,5637.0,302484.0,5.0
353,Mobile,218.0,1.4,2379.0,6554.0,1.0
354,Mobile,336.0,0.2,2946.0,1291.0,1.0
355,Desktop,13.0,3.6,3391.0,42433.0,3.0
356,Mobile,12.0,2.5,3356.0,15698.0,2.0
357,Desktop,159.0,13.3,6045.0,226215.0,3.0
358,Desktop,28.0,18.0,5950.0,207582.0,2.0
359,Desktop,10.0,29.1,9269.0,773171.0,6.0
360,Tablet,14.0,2.9,3874.0,19614.0,2.0
361,Mobile,378.0,0.9,2333.0,4843.0,1.0
362,Desktop,12.0,0.7,4305.0,7445.0,3.0
363,Mobile,34.0,19.8,4458.0,213475.0,3.0
364,Desktop,11.0,17.4,10216.0,402975.0,5.0
365,Mobile,25.0,20.2,5053.0,199410.0,2.0
366,Desktop,24.0,19.7,4495.0,185898.0,3.0
367,Desktop,8.0,1.4,4125.0,13377.0,3.0
368,Desktop,15.0,25.4,10168.0,672384.0,5.0
369,Tablet,10.0,1.6,3800.0,16005.0,2.0
370,Desktop,160.0,7.7,6321.0,89526.0,3.0
371,Desktop,34.0,18.7,4458.0,270378.0,4.0
372,Desktop,8.0,26.0,9950.0,489530.0,6.0
373,Mobile,316.0,2.5,3288.0,20450.0,1.0
374,Mobile,18.0,26.7,9086.0,836394.0,5.0
375,Tablet,45.0,17.4,5154.0,170179.0,5.0
376,Mobile,10.0,3.7,3976.0,41843.0,2.0
377,Mobile,11.0,18.5,8655.0,270341.0,5.0
378,Mobile,31.0,7.0,4063.0,80820.0,3.0
379,Mobile,256.0,0.2,2135.0,1151.0,1.0
380,Mobile,12.0,25.6,7965.0,568113.0,5.0
381,Tablet,16.0,27.4,9607.0,733263.0,6.0
382,Mobile,14.0,3.4,3910.0,24685.0,2.0
383,Mobile,137.0,4.7,5752.0,90645.0,3.0
384,Mobile,149.0,10.1,,187980.0,4.0
385,Desktop,10.0,0.2,3651.0,1629.0,3.0
386,Mobile,276.0,0.8,2245.0,2748.0,1.0
387,Mobile,30.0,9.6,4184.0,82829.0,4.0
388,Desktop,9.0,24.4,8770.0,599115.0,6.0
389,Tablet,18.0,21.3,8194.0,414603.0,6.0
390,Mobile,305.0,1.0,2511.0,7671.0,1.0
391,Mobile,10.0,1.9,2975.0,10480.0,2.0
392,Mobile,14.0,21.2,8666.0,542068.0,6.0
393,Mobile,246.0,0.2,2324.0,1000.0,1.0
394,Tablet,7.0,2.5,4702.0,36726.0,2.0
395,Mobile,21.0,17.5,5228.0,174215.0,5.0
396,Mobile,147.0,5.7,6189.0,67724.0,3.0
397,Mobile,259.0,0.6,1857.0,2180.0,1.0
398,Desktop,42.0,14.6,4482.0,125613.0,4.0
399,Tablet,32.0,12.7,5031.0,104451.0,6.0
400,Desktop,30.0,14.8,4699.0,220816.0,3.0
401,Mobile,5.0,1.9,3925.0,22580.0,2.0
402,Desktop,198.0,6.1,5483.0,104889.0,3.0
403,Mobile,23.0,27.0,7677.0,619749.0,7.0
404,Desktop,7.0,23.4,8391.0,307344.0,7.0
405,Desktop,128.0,9.4,4811.0,95848.0,4.0
406,Desktop,279.0,2.0,3288.0,21082.0,1.0
407,Mobile,5.0,19.9,8534.0,481725.0,6.0
408,Desktop,293.0,0.2,2211.0,1000.0,2.0
409,Desktop,160.0,9.2,4765.0,77515.0,3.0
410,Mobile,13.0,23.0,10368.0,554751.0,7.0
411,Mobile,11.0,2.9,4237.0,25565.0,2.0
412,Mobile,21.0,25.0,8636.0,411667.0,6.0
413,Mobile,25.0,26.6,9491.0,576837.0,6.0
414,Mobile,263.0,0.2,2268.0,1000.0,1.0
415,Mobile,270.0,3.1,2216.0,23647.0,1.0
416,Mobile,169.0,11.9,6617.0,160904.0,3.0
417,Desktop,10.0,24.7,7398.0,301805.0,5.0
418,Mobile,144.0,8.5,6538.0,100282.0,1.0
419,Desktop,147.0,8.8,5933.0,88509.0,2.0
420,Mobile,279.0,1.2,2088.0,7425.0,1.0
421,Desktop,13.0,1.1,3811.0,10493.0,1.0
422,Mobile,4.0,17.2,8296.0,259843.0,8.0
423,Desktop,16.0,24.7,8936.0,645020.0,7.0
424,Desktop,255.0,0.2,1948.0,1000.0,1.0
425,Mobile,30.0,18.2,3809.0,171578.0,4.0
426,Desktop,34.0,18.6,5661.0,319004.0,4.0
427,Mobile,10.0,3.2,3353.0,34656.0,1.0
428,Mobile,154.0,5.8,4546.0,55825.0,4.0
429,Desktop,30.0,19.3,5122.0,244385.0,4.0
430,Mobile,117.0,11.9,6669.0,212072.0,2.0
431,Mobile,132.0,12.8,6222.0,175047.0,3.0
432,Desktop,252.0,0.4,2707.0,2601.0,1.0
433,Desktop,26.0,10.3,4957.0,83954.0,4.0
434,Mobile,289.0,0.4,2517.0,2653.0,1.0
435,Desktop,12.0,1.2,4607.0,8907.0,1.0
436,Desktop,267.0,2.0,3582.0,13083.0,1.0
437,Desktop,15.0,21.8,9132.0,404440.0,6.0
438,Desktop,40.0,19.6,4240.0,226488.0,5.0
439,Mobile,347.0,0.7,3632.0,5706.0,2.0
440,Tablet,12.0,23.2,8215.0,469362.0,5.0
441,Desktop,11.0,19.2,8934.0,488812.0,7.0
442,Desktop,152.0,8.6,6188.0,110281.0,2.0
443,Desktop,12.0,27.2,7284.0,406064.0,5.0
444,Mobile,312.0,2.5,2726.0,11257.0,1.0
445,Mobile,11.0,3.5,4999.0,52670.0,2.0
446,Mobile,6.0,1.7,4340.0,25661.0,2.0
447,Mobile,7.0,1.7,3632.0,10375.0,1.0
448,Mobile,1.0,1.2,3016.0,9598.0,1.0
449,Mobile,9.0,27.3,8416.0,783445.0,6.0
450,Desktop,15.0,1.9,4098.0,15492.0,2.0
451,Desktop,28.0,21.8,5533.0,221738.0,4.0
452,Desktop,288.0,0.9,1645.0,4973.0,1.0
453,Mobile,338.0,0.6,2217.0,4150.0,1.0
454,Mobile,34.0,15.3,5458.0,227401.0,4.0
455,Tablet,36.0,19.1,,320835.0,4.0
456,Mobile,14.0,1.5,3443.0,9920.0,2.0
457,Mobile,286.0,0.4,3130.0,1831.0,1.0
458,Desktop,30.0,10.4,4618.0,113793.0,4.0
459,Mobile,360.0,1.8,3066.0,18825.0,1.0
460,Mobile,20.0,11.3,4692.0,89359.0,3.0
461,Desktop,281.0,2.9,2494.0,23400.0,1.0
462,Desktop,6.0,1.8,3755.0,15962.0,2.0
463,Desktop,34.0,14.7,4595.0,113282.0,4.0
464,Mobile,168.0,14.9,5406.0,152291.0,2.0
465,Desktop,17.0,27.5,7993.0,677076.0,6.0
466,Desktop,2.0,2.3,,21407.0,1.0
467,Mobile,16.0,0.5,3990.0,5136.0,2.0
468,Desktop,31.0,14.3,4552.0,153765.0,5.0
469,Mobile,33.0,16.1,4293.0,208733.0,5.0
470,Mobile,32.0,13.0,5153.0,175956.0,5.0
471,Mobile,15.0,28.3,9456.0,823563.0,7.0
472,Desktop,317.0,0.2,2896.0,1000.0,2.0
473,Desktop,36.0,18.5,4757.0,148413.0,3.0
474,Mobile,4.0,18.9,8958.0,330693.0,7.0
475,Mobile,24.0,21.6,9393.0,371525.0,6.0
476,Mobile,46.0,14.6,4661.0,211321.0,4.0
477,Mobile,12.0,4.8,3468.0,45076.0,2.0
478,Mobile,167.0,11.2,6471.0,242035.0,2.0
479,Mobile,265.0,3.1,2105.0,15962.0,1.0
480,Mobile,150.0,14.3,6298.0,172996.0,2.0
